Indicator,Year,Geography,FIPS,Race,Sex,Age group,Misc,Rate,Cases,Population
Chlamydia,2012,Mississippi,28,All races/ethnicities,Both sexes,All age groups,All transmission categories,772.3,"23,054","2,984,926"
Chlamydia,2012,Missouri,29,All races/ethnicities,Both sexes,All age groups,All transmission categories,462.2,"27,835","6,021,988"
Chlamydia,2012,Montana,30,All races/ethnicities,Both sexes,All age groups,All transmission categories,380.7,"3,827","1,005,141"
Chlamydia,2012,Nebraska,31,All races/ethnicities,Both sexes,All age groups,All transmission categories,363.7,"6,748","1,855,525"
Chlamydia,2012,Nevada,32,All races/ethnicities,Both sexes,All age groups,All transmission categories,403.7,"11,137","2,758,931"
Chlamydia,2012,New Hampshire,33,All races/ethnicities,Both sexes,All age groups,All transmission categories,232.6,"3,072","1,320,718"
Chlamydia,2012,New Jersey,34,All races/ethnicities,Both sexes,All age groups,All transmission categories,307.6,"27,271","8,864,590"
Chlamydia,2012,New Mexico,35,All races/ethnicities,Both sexes,All age groups,All transmission categories,570.5,"11,898","2,085,538"
Chlamydia,2012,New York,36,All races/ethnicities,Both sexes,All age groups,All transmission categories,513.8,"100,546","19,570,261"
Chlamydia,2012,North Carolina,37,All races/ethnicities,Both sexes,All age groups,All transmission categories,518.8,"50,596","9,752,073"
Chlamydia,2012,North Dakota,38,All races/ethnicities,Both sexes,All age groups,All transmission categories,415.6,"2,908","699,628"
Chlamydia,2012,Northern Mariana Islands,69,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2012,Ohio,39,All races/ethnicities,Both sexes,All age groups,All transmission categories,460.3,"53,141","11,544,225"
Chlamydia,2012,Oklahoma,40,All races/ethnicities,Both sexes,All age groups,All transmission categories,441.5,"16,843","3,814,820"
Chlamydia,2012,Oregon,41,All races/ethnicities,Both sexes,All age groups,All transmission categories,345,"13,454","3,899,353"
Chlamydia,2012,Pennsylvania,42,All races/ethnicities,Both sexes,All age groups,All transmission categories,430.9,"54,993","12,763,536"
Chlamydia,2012,Puerto Rico,72,All races/ethnicities,Both sexes,All age groups,All transmission categories,171,"6,227","3,642,281"
Chlamydia,2012,Rhode Island,44,All races/ethnicities,Both sexes,All age groups,All transmission categories,410.6,"4,313","1,050,292"
Chlamydia,2012,South Carolina,45,All races/ethnicities,Both sexes,All age groups,All transmission categories,574.7,"27,149","4,723,723"
Chlamydia,2012,South Dakota,46,All races/ethnicities,Both sexes,All age groups,All transmission categories,470.9,"3,924","833,354"
Chlamydia,2012,Tennessee,47,All races/ethnicities,Both sexes,All age groups,All transmission categories,503.8,"32,525","6,456,243"
Chlamydia,2012,Texas,48,All races/ethnicities,Both sexes,All age groups,All transmission categories,487.5,"127,036","26,059,203"
Chlamydia,2012,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,All age groups,All transmission categories,760.9,801,"105,275"
Chlamydia,2012,Utah,49,All races/ethnicities,Both sexes,All age groups,All transmission categories,266.7,"7,615","2,855,287"
Chlamydia,2012,Vermont,50,All races/ethnicities,Both sexes,All age groups,All transmission categories,275.4,"1,724","626,011"
Chlamydia,2012,Virginia,51,All races/ethnicities,Both sexes,All age groups,All transmission categories,427.1,"34,963","8,185,867"
Chlamydia,2012,Washington,53,All races/ethnicities,Both sexes,All age groups,All transmission categories,356.6,"24,596","6,897,012"
Chlamydia,2012,West Virginia,54,All races/ethnicities,Both sexes,All age groups,All transmission categories,258.2,"4,790","1,855,413"
Chlamydia,2012,Wisconsin,55,All races/ethnicities,Both sexes,All age groups,All transmission categories,414.3,"23,726","5,726,398"
Chlamydia,2012,Wyoming,56,All races/ethnicities,Both sexes,All age groups,All transmission categories,364.7,"2,102","576,412"
Chlamydia,2013,Alabama,1,All races/ethnicities,Both sexes,All age groups,All transmission categories,609.6,"29,464","4,833,722"
Chlamydia,2013,Alaska,2,All races/ethnicities,Both sexes,All age groups,All transmission categories,785.4,"5,774","735,132"
Chlamydia,2013,American Samoa,60,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2013,Arizona,4,All races/ethnicities,Both sexes,All age groups,All transmission categories,461.2,"30,564","6,626,624"
Chlamydia,2013,Arkansas,5,All races/ethnicities,Both sexes,All age groups,All transmission categories,522,"15,447","2,959,373"
Chlamydia,2013,California,6,All races/ethnicities,Both sexes,All age groups,All transmission categories,436.6,"167,346","38,332,521"
Chlamydia,2013,Colorado,8,All races/ethnicities,Both sexes,All age groups,All transmission categories,387,"20,386","5,268,367"
Chlamydia,2013,Connecticut,9,All races/ethnicities,Both sexes,All age groups,All transmission categories,355.2,"12,775","3,596,080"
Chlamydia,2013,Delaware,10,All races/ethnicities,Both sexes,All age groups,All transmission categories,563.1,"5,213","925,749"
Chlamydia,2013,District of Columbia,11,All races/ethnicities,Both sexes,All age groups,All transmission categories,992.2,"6,414","646,449"
Chlamydia,2013,Florida,12,All races/ethnicities,Both sexes,All age groups,All transmission categories,410.1,"80,182","19,552,860"
Chlamydia,2013,Georgia,13,All races/ethnicities,Both sexes,All age groups,All transmission categories,511.1,"51,070","9,992,167"
Chlamydia,2013,Guam,66,All races/ethnicities,Both sexes,All age groups,All transmission categories,500.1,802,"160,378"
Chlamydia,2013,Hawaii,15,All races/ethnicities,Both sexes,All age groups,All transmission categories,472.9,"6,640","1,404,054"
Chlamydia,2013,Idaho,16,All races/ethnicities,Both sexes,All age groups,All transmission categories,336.7,"5,428","1,612,136"
Chlamydia,2013,Illinois,17,All races/ethnicities,Both sexes,All age groups,All transmission categories,495.2,"63,797","12,882,135"
Chlamydia,2013,Indiana,18,All races/ethnicities,Both sexes,All age groups,All transmission categories,426.5,"28,023","6,570,902"
Chlamydia,2013,Iowa,19,All races/ethnicities,Both sexes,All age groups,All transmission categories,354.4,"10,953","3,090,416"
Chlamydia,2013,Kansas,20,All races/ethnicities,Both sexes,All age groups,All transmission categories,380.5,"11,012","2,893,957"
Chlamydia,2013,Kentucky,21,All races/ethnicities,Both sexes,All age groups,All transmission categories,389.8,"17,134","4,395,295"
Chlamydia,2013,Louisiana,22,All races/ethnicities,Both sexes,All age groups,All transmission categories,621.3,"28,739","4,625,470"
Chlamydia,2013,Maine,23,All races/ethnicities,Both sexes,All age groups,All transmission categories,258.8,"3,438","1,328,302"
Chlamydia,2013,Maryland,24,All races/ethnicities,Both sexes,All age groups,All transmission categories,450.7,"26,723","5,928,814"
Chlamydia,2013,Massachusetts,25,All races/ethnicities,Both sexes,All age groups,All transmission categories,346.8,"23,210","6,692,824"
Chlamydia,2013,Michigan,26,All races/ethnicities,Both sexes,All age groups,All transmission categories,453.1,"44,835","9,895,622"
Chlamydia,2013,Minnesota,27,All races/ethnicities,Both sexes,All age groups,All transmission categories,345.8,"18,742","5,420,380"
Chlamydia,2013,Mississippi,28,All races/ethnicities,Both sexes,All age groups,All transmission categories,583.8,"17,464","2,991,207"
Chlamydia,2013,Missouri,29,All races/ethnicities,Both sexes,All age groups,All transmission categories,452.1,"27,328","6,044,171"
Chlamydia,2013,Montana,30,All races/ethnicities,Both sexes,All age groups,All transmission categories,376.1,"3,818","1,015,165"
Chlamydia,2013,Nebraska,31,All races/ethnicities,Both sexes,All age groups,All transmission categories,390.7,"7,301","1,868,516"
Chlamydia,2013,Nevada,32,All races/ethnicities,Both sexes,All age groups,All transmission categories,422.2,"11,781","2,790,136"
Chlamydia,2013,New Hampshire,33,All races/ethnicities,Both sexes,All age groups,All transmission categories,235.7,"3,119","1,323,459"
Chlamydia,2013,New Jersey,34,All races/ethnicities,Both sexes,All age groups,All transmission categories,318.3,"28,327","8,899,339"
Chlamydia,2013,New Mexico,35,All races/ethnicities,Both sexes,All age groups,All transmission categories,587.4,"12,249","2,085,287"
Chlamydia,2013,New York,36,All races/ethnicities,Both sexes,All age groups,All transmission categories,487.5,"95,803","19,651,127"
Chlamydia,2013,North Carolina,37,All races/ethnicities,Both sexes,All age groups,All transmission categories,491.6,"48,416","9,848,060"
Chlamydia,2013,North Dakota,38,All races/ethnicities,Both sexes,All age groups,All transmission categories,405.3,"2,932","723,393"
Chlamydia,2013,Northern Mariana Islands,69,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2013,Ohio,39,All races/ethnicities,Both sexes,All age groups,All transmission categories,459.1,"53,121","11,570,808"
Chlamydia,2013,Oklahoma,40,All races/ethnicities,Both sexes,All age groups,All transmission categories,474.7,"18,278","3,850,568"
Chlamydia,2013,Oregon,41,All races/ethnicities,Both sexes,All age groups,All transmission categories,360.8,"14,181","3,930,065"
Chlamydia,2013,Pennsylvania,42,All races/ethnicities,Both sexes,All age groups,All transmission categories,407.5,"52,056","12,773,801"
Chlamydia,2013,Puerto Rico,72,All races/ethnicities,Both sexes,All age groups,All transmission categories,166,"5,969","3,595,839"
Chlamydia,2013,Rhode Island,44,All races/ethnicities,Both sexes,All age groups,All transmission categories,410.1,"4,312","1,051,511"
Chlamydia,2013,South Carolina,45,All races/ethnicities,Both sexes,All age groups,All transmission categories,536,"25,594","4,774,839"
Chlamydia,2013,South Dakota,46,All races/ethnicities,Both sexes,All age groups,All transmission categories,464.8,"3,927","844,877"
Chlamydia,2013,Tennessee,47,All races/ethnicities,Both sexes,All age groups,All transmission categories,467.5,"30,370","6,495,978"
Chlamydia,2013,Texas,48,All races/ethnicities,Both sexes,All age groups,All transmission categories,491,"129,861","26,448,193"
Chlamydia,2013,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,All age groups,All transmission categories,739.9,775,"104,737"
Chlamydia,2013,Utah,49,All races/ethnicities,Both sexes,All age groups,All transmission categories,259.7,"7,535","2,900,872"
Chlamydia,2013,Vermont,50,All races/ethnicities,Both sexes,All age groups,All transmission categories,294,"1,842","626,630"
Chlamydia,2013,Virginia,51,All races/ethnicities,Both sexes,All age groups,All transmission categories,403.3,"33,316","8,260,405"
Chlamydia,2013,Washington,53,All races/ethnicities,Both sexes,All age groups,All transmission categories,357.9,"24,950","6,971,406"
Chlamydia,2013,West Virginia,54,All races/ethnicities,Both sexes,All age groups,All transmission categories,277.1,"5,139","1,854,304"
Chlamydia,2013,Wisconsin,55,All races/ethnicities,Both sexes,All age groups,All transmission categories,410.5,"23,572","5,742,713"
Chlamydia,2013,Wyoming,56,All races/ethnicities,Both sexes,All age groups,All transmission categories,344.1,"2,005","582,658"
Chlamydia,2014,Alabama,1,All races/ethnicities,Both sexes,All age groups,All transmission categories,598.2,"29,010","4,849,377"
Chlamydia,2014,Alaska,2,All races/ethnicities,Both sexes,All age groups,All transmission categories,785.8,"5,789","736,732"
Chlamydia,2014,American Samoa,60,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2014,Arizona,4,All races/ethnicities,Both sexes,All age groups,All transmission categories,481.3,"32,397","6,731,484"
Chlamydia,2014,Arkansas,5,All races/ethnicities,Both sexes,All age groups,All transmission categories,526.1,"15,605","2,966,369"
Chlamydia,2014,California,6,All races/ethnicities,Both sexes,All age groups,All transmission categories,454.4,"176,308","38,802,500"
Chlamydia,2014,Colorado,8,All races/ethnicities,Both sexes,All age groups,All transmission categories,408.2,"21,863","5,355,866"
Chlamydia,2014,Connecticut,9,All races/ethnicities,Both sexes,All age groups,All transmission categories,372.1,"13,382","3,596,677"
Chlamydia,2014,Delaware,10,All races/ethnicities,Both sexes,All age groups,All transmission categories,478.1,"4,473","935,614"
Chlamydia,2014,District of Columbia,11,All races/ethnicities,Both sexes,All age groups,All transmission categories,803.3,"5,293","658,893"
Chlamydia,2014,Florida,12,All races/ethnicities,Both sexes,All age groups,All transmission categories,423.2,"84,194","19,893,297"
Chlamydia,2014,Georgia,13,All races/ethnicities,Both sexes,All age groups,All transmission categories,514.4,"51,945","10,097,343"
Chlamydia,2014,Guam,66,All races/ethnicities,Both sexes,All age groups,All transmission categories,491.3,791,"161,001"
Chlamydia,2014,Hawaii,15,All races/ethnicities,Both sexes,All age groups,All transmission categories,452.2,"6,419","1,419,561"
Chlamydia,2014,Idaho,16,All races/ethnicities,Both sexes,All age groups,All transmission categories,333,"5,442","1,634,464"
Chlamydia,2014,Illinois,17,All races/ethnicities,Both sexes,All age groups,All transmission categories,516.6,"66,536","12,880,580"
Chlamydia,2014,Indiana,18,All races/ethnicities,Both sexes,All age groups,All transmission categories,432.3,"28,519","6,596,855"
Chlamydia,2014,Iowa,19,All races/ethnicities,Both sexes,All age groups,All transmission categories,379.9,"11,804","3,107,126"
Chlamydia,2014,Kansas,20,All races/ethnicities,Both sexes,All age groups,All transmission categories,382.8,"11,116","2,904,021"
Chlamydia,2014,Kentucky,21,All races/ethnicities,Both sexes,All age groups,All transmission categories,400.2,"17,664","4,413,457"
Chlamydia,2014,Louisiana,22,All races/ethnicities,Both sexes,All age groups,All transmission categories,622.7,"28,955","4,649,676"
Chlamydia,2014,Maine,23,All races/ethnicities,Both sexes,All age groups,All transmission categories,265.4,"3,530","1,330,089"
Chlamydia,2014,Maryland,24,All races/ethnicities,Both sexes,All age groups,All transmission categories,458.9,"27,424","5,976,407"
Chlamydia,2014,Massachusetts,25,All races/ethnicities,Both sexes,All age groups,All transmission categories,315.3,"21,271","6,745,408"
Chlamydia,2014,Michigan,26,All races/ethnicities,Both sexes,All age groups,All transmission categories,446.6,"44,256","9,909,877"
Chlamydia,2014,Minnesota,27,All races/ethnicities,Both sexes,All age groups,All transmission categories,364.8,"19,907","5,457,173"
Chlamydia,2014,Mississippi,28,All races/ethnicities,Both sexes,All age groups,All transmission categories,654.8,"19,605","2,994,079"
Chlamydia,2014,Missouri,29,All races/ethnicities,Both sexes,All age groups,All transmission categories,461.5,"27,981","6,063,589"
Chlamydia,2014,Montana,30,All races/ethnicities,Both sexes,All age groups,All transmission categories,409.6,"4,193","1,023,579"
Chlamydia,2014,Nebraska,31,All races/ethnicities,Both sexes,All age groups,All transmission categories,398.6,"7,499","1,881,503"
Chlamydia,2014,Nevada,32,All races/ethnicities,Both sexes,All age groups,All transmission categories,417.1,"11,841","2,839,099"
Chlamydia,2014,New Hampshire,33,All races/ethnicities,Both sexes,All age groups,All transmission categories,270.3,"3,586","1,326,813"
Chlamydia,2014,New Jersey,34,All races/ethnicities,Both sexes,All age groups,All transmission categories,334.6,"29,904","8,938,175"
Chlamydia,2014,New Mexico,35,All races/ethnicities,Both sexes,All age groups,All transmission categories,554.2,"11,558","2,085,572"
Chlamydia,2014,New York,36,All races/ethnicities,Both sexes,All age groups,All transmission categories,500.4,"98,814","19,746,227"
Chlamydia,2014,North Carolina,37,All races/ethnicities,Both sexes,All age groups,All transmission categories,474.1,"47,147","9,943,964"
Chlamydia,2014,North Dakota,38,All races/ethnicities,Both sexes,All age groups,All transmission categories,466.7,"3,451","739,482"
Chlamydia,2014,Northern Mariana Islands,69,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2014,Ohio,39,All races/ethnicities,Both sexes,All age groups,All transmission categories,473.2,"54,858","11,594,163"
Chlamydia,2014,Oklahoma,40,All races/ethnicities,Both sexes,All age groups,All transmission categories,532.8,"20,662","3,878,051"
Chlamydia,2014,Oregon,41,All races/ethnicities,Both sexes,All age groups,All transmission categories,390.6,"15,508","3,970,239"
Chlamydia,2014,Pennsylvania,42,All races/ethnicities,Both sexes,All age groups,All transmission categories,395.2,"50,536","12,787,209"
Chlamydia,2014,Puerto Rico,72,All races/ethnicities,Both sexes,All age groups,All transmission categories,138.1,"4,899","3,548,397"
Chlamydia,2014,Rhode Island,44,All races/ethnicities,Both sexes,All age groups,All transmission categories,412.2,"4,349","1,055,173"
Chlamydia,2014,South Carolina,45,All races/ethnicities,Both sexes,All age groups,All transmission categories,581.2,"28,087","4,832,482"
Chlamydia,2014,South Dakota,46,All races/ethnicities,Both sexes,All age groups,All transmission categories,488.3,"4,166","853,175"
Chlamydia,2014,Tennessee,47,All races/ethnicities,Both sexes,All age groups,All transmission categories,470.2,"30,793","6,549,352"
Chlamydia,2014,Texas,48,All races/ethnicities,Both sexes,All age groups,All transmission categories,486.8,"131,219","26,956,958"
Chlamydia,2014,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,All age groups,All transmission categories,757.4,789,"104,170"
Chlamydia,2014,Utah,49,All races/ethnicities,Both sexes,All age groups,All transmission categories,279.4,"8,223","2,942,902"
Chlamydia,2014,Vermont,50,All races/ethnicities,Both sexes,All age groups,All transmission categories,357,"2,237","626,562"
Chlamydia,2014,Virginia,51,All races/ethnicities,Both sexes,All age groups,All transmission categories,432.9,"36,048","8,326,289"
Chlamydia,2014,Washington,53,All races/ethnicities,Both sexes,All age groups,All transmission categories,376.4,"26,577","7,061,530"
Chlamydia,2014,West Virginia,54,All races/ethnicities,Both sexes,All age groups,All transmission categories,255,"4,719","1,850,326"
Chlamydia,2014,Wisconsin,55,All races/ethnicities,Both sexes,All age groups,All transmission categories,402.1,"23,154","5,757,564"
Chlamydia,2014,Wyoming,56,All races/ethnicities,Both sexes,All age groups,All transmission categories,337.6,"1,972","584,153"
Chlamydia,2015,Alabama,1,All races/ethnicities,Both sexes,All age groups,All transmission categories,543.6,"26,359","4,849,377"
Chlamydia,2015,Alaska,2,All races/ethnicities,Both sexes,All age groups,All transmission categories,768.3,"5,660","736,732"
Chlamydia,2015,American Samoa,60,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2015,Arizona,4,All races/ethnicities,Both sexes,All age groups,All transmission categories,481.1,"32,387","6,731,484"
Chlamydia,2015,Arkansas,5,All races/ethnicities,Both sexes,All age groups,All transmission categories,545,"16,166","2,966,369"
Chlamydia,2015,California,6,All races/ethnicities,Both sexes,All age groups,All transmission categories,487.5,"189,170","38,802,500"
Chlamydia,2015,Colorado,8,All races/ethnicities,Both sexes,All age groups,All transmission categories,445.4,"23,857","5,355,866"
Chlamydia,2015,Connecticut,9,All races/ethnicities,Both sexes,All age groups,All transmission categories,364.9,"13,126","3,596,677"
Chlamydia,2015,Delaware,10,All races/ethnicities,Both sexes,All age groups,All transmission categories,492.2,"4,605","935,614"
Chlamydia,2015,District of Columbia,11,All races/ethnicities,Both sexes,All age groups,All transmission categories,1198.1,"7,894","658,893"
Chlamydia,2015,Florida,12,All races/ethnicities,Both sexes,All age groups,All transmission categories,454.8,"90,468","19,893,297"
Chlamydia,2015,Georgia,13,All races/ethnicities,Both sexes,All age groups,All transmission categories,570.8,"57,639","10,097,343"
Chlamydia,2015,Guam,66,All races/ethnicities,Both sexes,All age groups,All transmission categories,497.5,801,"161,001"
Chlamydia,2015,Hawaii,15,All races/ethnicities,Both sexes,All age groups,All transmission categories,498.3,"7,074","1,419,561"
Chlamydia,2015,Idaho,16,All races/ethnicities,Both sexes,All age groups,All transmission categories,344.5,"5,631","1,634,464"
Chlamydia,2015,Illinois,17,All races/ethnicities,Both sexes,All age groups,All transmission categories,540.4,"69,610","12,880,580"
Chlamydia,2015,Indiana,18,All races/ethnicities,Both sexes,All age groups,All transmission categories,437.9,"28,886","6,596,855"
Chlamydia,2015,Iowa,19,All races/ethnicities,Both sexes,All age groups,All transmission categories,388.9,"12,085","3,107,126"
Chlamydia,2015,Kansas,20,All races/ethnicities,Both sexes,All age groups,All transmission categories,394.8,"11,464","2,904,021"
Chlamydia,2015,Kentucky,21,All races/ethnicities,Both sexes,All age groups,All transmission categories,395.2,"17,444","4,413,457"
Chlamydia,2015,Louisiana,22,All races/ethnicities,Both sexes,All age groups,All transmission categories,695.2,"32,325","4,649,676"
Chlamydia,2015,Maine,23,All races/ethnicities,Both sexes,All age groups,All transmission categories,298.1,"3,965","1,330,089"
Chlamydia,2015,Maryland,24,All races/ethnicities,Both sexes,All age groups,All transmission categories,459.3,"27,450","5,976,407"
Chlamydia,2015,Massachusetts,25,All races/ethnicities,Both sexes,All age groups,All transmission categories,357.3,"24,100","6,745,408"
Chlamydia,2015,Michigan,26,All races/ethnicities,Both sexes,All age groups,All transmission categories,469.1,"46,486","9,909,877"
Chlamydia,2015,Minnesota,27,All races/ethnicities,Both sexes,All age groups,All transmission categories,389.3,"21,243","5,457,173"
Chlamydia,2015,Mississippi,28,All races/ethnicities,Both sexes,All age groups,All transmission categories,580.2,"17,371","2,994,079"
Chlamydia,2015,Missouri,29,All races/ethnicities,Both sexes,All age groups,All transmission categories,477.4,"28,948","6,063,589"
Chlamydia,2015,Montana,30,All races/ethnicities,Both sexes,All age groups,All transmission categories,408.8,"4,184","1,023,579"
Chlamydia,2015,Nebraska,31,All races/ethnicities,Both sexes,All age groups,All transmission categories,422.9,"7,956","1,881,503"
Chlamydia,2015,Nevada,32,All races/ethnicities,Both sexes,All age groups,All transmission categories,455.3,"12,925","2,839,099"
Chlamydia,2015,New Hampshire,33,All races/ethnicities,Both sexes,All age groups,All transmission categories,233.3,"3,095","1,326,813"
Chlamydia,2015,New Jersey,34,All races/ethnicities,Both sexes,All age groups,All transmission categories,350.6,"31,337","8,938,175"
Chlamydia,2015,New Mexico,35,All races/ethnicities,Both sexes,All age groups,All transmission categories,605.7,"12,632","2,085,572"
Chlamydia,2015,New York,36,All races/ethnicities,Both sexes,All age groups,All transmission categories,524.7,"103,615","19,746,227"
Chlamydia,2015,North Carolina,37,All races/ethnicities,Both sexes,All age groups,All transmission categories,647.4,"64,376","9,943,964"
Chlamydia,2015,North Dakota,38,All races/ethnicities,Both sexes,All age groups,All transmission categories,427.2,"3,159","739,482"
Chlamydia,2015,Northern Mariana Islands,69,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2015,Ohio,39,All races/ethnicities,Both sexes,All age groups,All transmission categories,489.3,"56,726","11,594,163"
Chlamydia,2015,Oklahoma,40,All races/ethnicities,Both sexes,All age groups,All transmission categories,542.2,"21,025","3,878,051"
Chlamydia,2015,Oregon,41,All races/ethnicities,Both sexes,All age groups,All transmission categories,410.7,"16,305","3,970,239"
Chlamydia,2015,Pennsylvania,42,All races/ethnicities,Both sexes,All age groups,All transmission categories,418.1,"53,460","12,787,209"
Chlamydia,2015,Puerto Rico,72,All races/ethnicities,Both sexes,All age groups,All transmission categories,149.2,"5,295","3,548,397"
Chlamydia,2015,Rhode Island,44,All races/ethnicities,Both sexes,All age groups,All transmission categories,433.6,"4,575","1,055,173"
Chlamydia,2015,South Carolina,45,All races/ethnicities,Both sexes,All age groups,All transmission categories,569.9,"27,538","4,832,482"
Chlamydia,2015,South Dakota,46,All races/ethnicities,Both sexes,All age groups,All transmission categories,462.9,"3,949","853,175"
Chlamydia,2015,Tennessee,47,All races/ethnicities,Both sexes,All age groups,All transmission categories,477.5,"31,272","6,549,352"
Chlamydia,2015,Texas,48,All races/ethnicities,Both sexes,All age groups,All transmission categories,523.6,"141,158","26,956,958"
Chlamydia,2015,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,All age groups,All transmission categories,713.3,743,"104,170"
Chlamydia,2015,Utah,49,All races/ethnicities,Both sexes,All age groups,All transmission categories,293.3,"8,633","2,942,902"
Chlamydia,2015,Vermont,50,All races/ethnicities,Both sexes,All age groups,All transmission categories,303.4,"1,901","626,562"
Chlamydia,2015,Virginia,51,All races/ethnicities,Both sexes,All age groups,All transmission categories,424.5,"35,349","8,326,289"
Chlamydia,2015,Washington,53,All races/ethnicities,Both sexes,All age groups,All transmission categories,406.4,"28,699","7,061,530"
Chlamydia,2015,West Virginia,54,All races/ethnicities,Both sexes,All age groups,All transmission categories,268,"4,958","1,850,326"
Chlamydia,2015,Wisconsin,55,All races/ethnicities,Both sexes,All age groups,All transmission categories,423.5,"24,381","5,757,564"
Chlamydia,2015,Wyoming,56,All races/ethnicities,Both sexes,All age groups,All transmission categories,348.7,"2,037","584,153"
